iso_code;year;fuel;production
CMR;2020;wind;0.0
CAN;2000;wind;0.264
CAN;2001;wind;0.329
CAN;2002;wind;0.405
CAN;2003;wind;0.69
CAN;2004;wind;0.945
CAN;2005;wind;1.567
CAN;2006;wind;2.473
CAN;2007;wind;3.007
CAN;2008;wind;3.789
CAN;2009;wind;6.642
CAN;2010;wind;8.724
CAN;2011;wind;10.189
CAN;2012;wind;11.311
CAN;2013;wind;11.145
CAN;2014;wind;12.817
CAN;2015;wind;26.966
CAN;2016;wind;30.933
CAN;2017;wind;31.514
CAN;2018;wind;33.144
CAN;2019;wind;32.876
CAN;2020;wind;35.642
CAN;2021;wind;35.117
CPV;2000;wind;0.01
CPV;2001;wind;0.01
CPV;2002;wind;0.01
CPV;2003;wind;0.0
CPV;2004;wind;0.01
CPV;2005;wind;0.01
CPV;2006;wind;0.01
CPV;2007;wind;0.01
CPV;2008;wind;0.01
CPV;2009;wind;0.01
CPV;2010;wind;0.0
CPV;2011;wind;0.02
CPV;2012;wind;0.06
CPV;2013;wind;0.08
CPV;2014;wind;0.08
CPV;2015;wind;0.08
CPV;2016;wind;0.08
CPV;2017;wind;0.07
CPV;2018;wind;0.08
CPV;2019;wind;0.08
CPV;2020;wind;0.08
CAF;2000;wind;0.0
CAF;2001;wind;0.0
CAF;2002;wind;0.0
CAF;2003;wind;0.0
CAF;2004;wind;0.0
CAF;2005;wind;0.0
CAF;2006;wind;0.0
CAF;2007;wind;0.0
CAF;2008;wind;0.0
CAF;2009;wind;0.0
CAF;2010;wind;0.0
CAF;2011;wind;0.0
CAF;2012;wind;0.0
CAF;2013;wind;0.0
CAF;2014;wind;0.0
CAF;2015;wind;0.0
CAF;2016;wind;0.0
CAF;2017;wind;0.0
CAF;2018;wind;0.0
CAF;2019;wind;0.0
CAF;2020;wind;0.0
TCD;2000;wind;0.0
TCD;2001;wind;0.0
TCD;2002;wind;0.0
TCD;2003;wind;0.0
TCD;2004;wind;0.0
TCD;2005;wind;0.0
TCD;2006;wind;0.0
TCD;2007;wind;0.0
TCD;2008;wind;0.0
TCD;2009;wind;0.0
TCD;2010;wind;0.0
TCD;2011;wind;0.0
TCD;2012;wind;0.0
TCD;2013;wind;0.0
TCD;2014;wind;0.0
TCD;2015;wind;0.0
TCD;2016;wind;0.01
TCD;2017;wind;0.01
TCD;2018;wind;0.01
TCD;2019;wind;0.01
TCD;2020;wind;0.01
TCD;2021;wind;
CHL;2000;wind;0.0
CHL;2001;wind;0.007
CHL;2002;wind;0.007
CHL;2003;wind;0.007
CHL;2004;wind;0.005
CHL;2005;wind;0.007
CHL;2006;wind;0.007
CHL;2007;wind;0.011
CHL;2008;wind;0.038
CHL;2009;wind;0.079
CHL;2010;wind;0.325
CHL;2011;wind;0.338
CHL;2012;wind;0.408
CHL;2013;wind;0.545
CHL;2014;wind;1.443
CHL;2015;wind;2.115
CHL;2016;wind;2.452
CHL;2017;wind;3.626
CHL;2018;wind;3.588
CHL;2019;wind;4.895
CHL;2020;wind;5.602
CHL;2021;wind;9.482
CHN;2000;wind;0.59
CHN;2001;wind;0.719
CHN;2002;wind;0.837
CHN;2003;wind;0.997
CHN;2004;wind;1.278
CHN;2005;wind;1.946
CHN;2006;wind;3.712
CHN;2007;wind;5.479
CHN;2008;wind;13.1
CHN;2009;wind;27.615
CHN;2010;wind;49.4
CHN;2011;wind;74.1
CHN;2012;wind;103.05
CHN;2013;wind;138.264
CHN;2014;wind;159.763
CHN;2015;wind;185.591
CHN;2016;wind;240.861
CHN;2017;wind;304.6
CHN;2018;wind;365.8
CHN;2019;wind;405.3
CHN;2020;wind;466.5
CHN;2021;wind;655.6
COL;2000;wind;0.0
COL;2001;wind;0.0
COL;2002;wind;0.0
COL;2003;wind;0.0
COL;2004;wind;0.052
COL;2005;wind;0.049
COL;2006;wind;0.063
COL;2007;wind;0.05
COL;2008;wind;0.054
COL;2009;wind;0.058
COL;2010;wind;0.039
COL;2011;wind;0.041
COL;2012;wind;0.055
COL;2013;wind;0.058
COL;2014;wind;0.07
COL;2015;wind;0.068
COL;2016;wind;0.051
COL;2017;wind;0.003
COL;2018;wind;0.043
COL;2019;wind;0.063
COL;2020;wind;0.01
COL;2021;wind;0.06
COM;2000;wind;0.0
COM;2001;wind;0.0
COM;2002;wind;0.0
COM;2003;wind;0.0
COM;2004;wind;0.0
COM;2005;wind;0.0
COM;2006;wind;0.0
COM;2007;wind;0.0
COM;2008;wind;0.0
COM;2009;wind;0.0
COM;2010;wind;0.0
COM;2011;wind;0.0
COM;2012;wind;0.0
COM;2013;wind;0.0
COM;2014;wind;0.0
COM;2015;wind;0.0
COM;2016;wind;0.0
COM;2017;wind;0.0
COM;2018;wind;0.0
COM;2019;wind;0.0
COM;2020;wind;0.0
COG;2000;wind;0.0
COG;2001;wind;0.0
COG;2002;wind;0.0
COG;2003;wind;0.0
COG;2004;wind;0.0
COG;2005;wind;0.0
COG;2006;wind;0.0
COG;2007;wind;0.0
COG;2008;wind;0.0
COG;2009;wind;0.0
COG;2010;wind;0.0
COG;2011;wind;0.0
COG;2012;wind;0.0
COG;2013;wind;0.0
COG;2014;wind;0.0
COG;2015;wind;0.0
COG;2016;wind;0.0
COG;2017;wind;0.0
COG;2018;wind;0.0
COG;2019;wind;0.0
COG;2020;wind;0.0
COG;2021;wind;
CRI;2000;wind;0.18
CRI;2001;wind;0.19
CRI;2002;wind;0.26
CRI;2003;wind;0.31
CRI;2004;wind;0.26
CRI;2005;wind;0.2
CRI;2006;wind;0.27
CRI;2007;wind;0.24
CRI;2008;wind;0.2
CRI;2009;wind;0.33
CRI;2010;wind;0.36
CRI;2011;wind;0.41
CRI;2012;wind;0.53
CRI;2013;wind;0.49
CRI;2014;wind;0.74
CRI;2015;wind;1.08
CRI;2016;wind;1.15
CRI;2017;wind;1.29
CRI;2018;wind;1.8
CRI;2019;wind;1.8
CRI;2020;wind;1.46
CRI;2021;wind;1.57
HRV;2000;wind;0.0
HRV;2001;wind;0.0
HRV;2002;wind;0.0
HRV;2003;wind;0.0
HRV;2004;wind;0.002
HRV;2005;wind;0.01
HRV;2006;wind;0.019
HRV;2007;wind;0.035
HRV;2008;wind;0.04
HRV;2009;wind;0.054
HRV;2010;wind;0.139
HRV;2011;wind;0.201
HRV;2012;wind;0.329
HRV;2013;wind;0.517
HRV;2014;wind;0.73
HRV;2015;wind;0.796
HRV;2016;wind;1.014
HRV;2017;wind;1.204
HRV;2018;wind;1.335
HRV;2019;wind;1.467
HRV;2020;wind;1.721
HRV;2021;wind;2.067
CUB;2000;wind;0.0
CUB;2001;wind;0.0
CUB;2002;wind;0.0
CUB;2003;wind;0.0
CUB;2004;wind;0.0
CUB;2005;wind;0.0
CUB;2006;wind;0.0
CUB;2007;wind;0.0
CUB;2008;wind;0.01
CUB;2009;wind;0.0
CUB;2010;wind;0.01
CUB;2011;wind;0.02
CUB;2012;wind;0.02
CUB;2013;wind;0.02
CUB;2014;wind;0.02
CUB;2015;wind;0.02
CUB;2016;wind;0.02
CUB;2017;wind;0.02
CUB;2018;wind;0.02
CUB;2019;wind;0.02
CUB;2020;wind;0.02
CYP;2000;wind;0.0
CYP;2001;wind;0.0
CYP;2002;wind;0.0
CYP;2003;wind;0.0
CYP;2004;wind;0.0
CYP;2005;wind;0.0
CYP;2006;wind;0.0
CYP;2007;wind;0.0
CYP;2008;wind;0.0
CYP;2009;wind;0.0
CYP;2010;wind;0.031
CYP;2011;wind;0.114
CYP;2012;wind;0.185
CYP;2013;wind;0.231
CYP;2014;wind;0.184
CYP;2015;wind;0.222
CYP;2016;wind;0.227
CYP;2017;wind;0.211
CYP;2018;wind;0.221
CYP;2019;wind;0.239
CYP;2020;wind;0.24
CYP;2021;wind;0.246
CZE;2000;wind;0.0
CZE;2001;wind;0.0
CZE;2002;wind;0.002
CZE;2003;wind;0.004
CZE;2004;wind;0.01
CZE;2005;wind;0.021
CZE;2006;wind;0.049
CZE;2007;wind;0.125
CZE;2008;wind;0.245
CZE;2009;wind;0.288
CZE;2010;wind;0.335
CZE;2011;wind;0.397
CZE;2012;wind;0.417
CZE;2013;wind;0.478
CZE;2014;wind;0.477
CZE;2015;wind;0.573
CZE;2016;wind;0.497
CZE;2017;wind;0.591
CZE;2018;wind;0.609
CZE;2019;wind;0.7
CZE;2020;wind;0.699
CZE;2021;wind;0.602
COD;2000;wind;0.0
COD;2001;wind;0.0
COD;2002;wind;0.0
COD;2003;wind;0.0
COD;2004;wind;0.0
COD;2005;wind;0.0
COD;2006;wind;0.0
COD;2007;wind;0.0
COD;2008;wind;0.0
COD;2009;wind;0.0
COD;2010;wind;0.0
COD;2011;wind;0.0
COD;2012;wind;0.0
COD;2013;wind;0.0
COD;2014;wind;0.0
COD;2015;wind;0.0
COD;2016;wind;0.0
COD;2017;wind;0.0
COD;2018;wind;0.0
COD;2019;wind;0.0
COD;2020;wind;0.0
DNK;2000;wind;4.241
DNK;2001;wind;4.306
DNK;2002;wind;4.877
DNK;2003;wind;5.561
DNK;2004;wind;6.583
DNK;2005;wind;6.614
DNK;2006;wind;6.108
DNK;2007;wind;7.171
DNK;2008;wind;6.928
DNK;2009;wind;6.72
DNK;2010;wind;7.809
DNK;2011;wind;9.774
DNK;2012;wind;10.27
DNK;2013;wind;11.123
DNK;2014;wind;13.079
DNK;2015;wind;14.133
DNK;2016;wind;12.782
DNK;2017;wind;14.78
DNK;2018;wind;13.902
DNK;2019;wind;16.15
DNK;2020;wind;16.33
DNK;2021;wind;16.032
DJI;2000;wind;0.0
DJI;2001;wind;0.0
DJI;2002;wind;0.0
DJI;2003;wind;0.0
DJI;2004;wind;0.0
DJI;2005;wind;0.0
DJI;2006;wind;0.0
DJI;2007;wind;0.0
DJI;2008;wind;0.0
DJI;2009;wind;0.0
DJI;2010;wind;0.0
DJI;2011;wind;0.0
DJI;2012;wind;0.0
DJI;2013;wind;0.0
DJI;2014;wind;0.0
DJI;2015;wind;0.0
DJI;2016;wind;0.0
DJI;2017;wind;0.0
DJI;2018;wind;0.0
DJI;2019;wind;0.0
DJI;2020;wind;0.0
DMA;2000;wind;0.0
DMA;2001;wind;0.0
DMA;2002;wind;0.0
DMA;2003;wind;0.0
DMA;2004;wind;0.0
DMA;2005;wind;0.0
DMA;2006;wind;0.0
DMA;2007;wind;0.0
DMA;2008;wind;0.0
DMA;2009;wind;0.0
DMA;2010;wind;0.0
DMA;2011;wind;0.0
DMA;2012;wind;0.0
DMA;2013;wind;0.0
DMA;2014;wind;0.0
DMA;2015;wind;0.0
DMA;2016;wind;0.0
DMA;2017;wind;0.0
DMA;2018;wind;0.0
DMA;2019;wind;0.0
DMA;2020;wind;0.0
DOM;2000;wind;0.0
DOM;2001;wind;0.0
DOM;2002;wind;0.0
DOM;2003;wind;0.0
DOM;2004;wind;0.0
DOM;2005;wind;0.0
DOM;2006;wind;0.0
DOM;2007;wind;0.0
DOM;2008;wind;0.0
DOM;2009;wind;0.0
DOM;2010;wind;0.0
DOM;2011;wind;0.01
DOM;2012;wind;0.1
DOM;2013;wind;0.24
DOM;2014;wind;0.24
DOM;2015;wind;0.29
DOM;2016;wind;0.32
DOM;2017;wind;0.39
DOM;2018;wind;0.5
DOM;2019;wind;0.55
DOM;2020;wind;0.55
ECU;2000;wind;0.0
ECU;2001;wind;0.0
ECU;2002;wind;0.0
ECU;2003;wind;0.0
ECU;2004;wind;0.0
ECU;2005;wind;0.0
ECU;2006;wind;0.0
ECU;2007;wind;0.001
ECU;2008;wind;0.003
ECU;2009;wind;0.003
ECU;2010;wind;0.003
ECU;2011;wind;0.003
ECU;2012;wind;0.002
ECU;2013;wind;0.057
ECU;2014;wind;0.08
ECU;2015;wind;0.099
ECU;2016;wind;0.084
ECU;2017;wind;0.073
ECU;2018;wind;0.08
ECU;2019;wind;0.086
ECU;2020;wind;0.077
ECU;2021;wind;0.062
EGY;2000;wind;0.08
EGY;2001;wind;0.179
EGY;2002;wind;0.213
EGY;2003;wind;0.286
EGY;2004;wind;0.504
EGY;2005;wind;0.51
EGY;2006;wind;0.605
EGY;2007;wind;0.662
EGY;2008;wind;0.93
EGY;2009;wind;1.037
EGY;2010;wind;1.409
EGY;2011;wind;1.495
EGY;2012;wind;1.336
EGY;2013;wind;1.577
EGY;2014;wind;1.028
EGY;2015;wind;1.895
EGY;2016;wind;2.397
EGY;2017;wind;2.11
EGY;2018;wind;2.987
EGY;2019;wind;4.979
EGY;2020;wind;6.848
EGY;2021;wind;7.629
SLV;2000;wind;0.0
SLV;2001;wind;0.0
SLV;2002;wind;0.0
SLV;2003;wind;0.0
SLV;2004;wind;0.0
SLV;2005;wind;0.0
SLV;2006;wind;0.0
SLV;2007;wind;0.0
SLV;2008;wind;0.0
SLV;2009;wind;0.0
SLV;2010;wind;0.0
SLV;2011;wind;0.0
SLV;2012;wind;0.0
SLV;2013;wind;0.0
SLV;2014;wind;0.0
SLV;2015;wind;0.0
SLV;2016;wind;0.0
SLV;2017;wind;0.0
SLV;2018;wind;0.0
SLV;2019;wind;0.0
SLV;2020;wind;0.0
SLV;2021;wind;0.12
GNQ;2000;wind;0.0
GNQ;2001;wind;0.0
GNQ;2002;wind;0.0
GNQ;2003;wind;0.0
GNQ;2004;wind;0.0
GNQ;2005;wind;0.0
GNQ;2006;wind;0.0
GNQ;2007;wind;0.0
GNQ;2008;wind;0.0
GNQ;2009;wind;0.0
GNQ;2010;wind;0.0
GNQ;2011;wind;0.0
GNQ;2012;wind;0.0
GNQ;2013;wind;0.0
GNQ;2014;wind;0.0
GNQ;2015;wind;0.0
GNQ;2016;wind;0.0
GNQ;2017;wind;0.0
GNQ;2018;wind;0.0
GNQ;2019;wind;0.0
GNQ;2020;wind;0.0
GNQ;2021;wind;
ERI;2000;wind;0.0
ERI;2001;wind;0.0
ERI;2002;wind;0.0
ERI;2003;wind;0.0
ERI;2004;wind;0.0
ERI;2005;wind;0.0
ERI;2006;wind;0.0
ERI;2007;wind;0.0
ERI;2008;wind;0.0
ERI;2009;wind;0.0
ERI;2010;wind;0.0
ERI;2011;wind;0.0
ERI;2012;wind;0.0
ERI;2013;wind;0.0
ERI;2014;wind;0.0
ERI;2015;wind;0.0
ERI;2016;wind;0.0
ERI;2017;wind;0.0
ERI;2018;wind;0.0
ERI;2019;wind;0.0
ERI;2020;wind;0.0
EST;2000;wind;0.0
EST;2001;wind;0.0
EST;2002;wind;0.001
EST;2003;wind;0.006
EST;2004;wind;0.008
EST;2005;wind;0.054
EST;2006;wind;0.076
EST;2007;wind;0.091
EST;2008;wind;0.133
EST;2009;wind;0.195
EST;2010;wind;0.277
EST;2011;wind;0.368
EST;2012;wind;0.434
EST;2013;wind;0.529
EST;2014;wind;0.604
EST;2015;wind;0.715
EST;2016;wind;0.594
EST;2017;wind;0.723
EST;2018;wind;0.636
EST;2019;wind;0.687
EST;2020;wind;0.844
EST;2021;wind;0.742
ETH;2000;wind;0.0
ETH;2001;wind;0.0
ETH;2002;wind;0.0
ETH;2003;wind;0.0
ETH;2004;wind;0.0
ETH;2005;wind;0.0
ETH;2006;wind;0.0
ETH;2007;wind;0.0
ETH;2008;wind;0.0
ETH;2009;wind;0.0
ETH;2010;wind;0.0
ETH;2011;wind;0.03
ETH;2012;wind;0.19
ETH;2013;wind;0.36
ETH;2014;wind;0.5
ETH;2015;wind;0.76
ETH;2016;wind;0.78
ETH;2017;wind;0.53
ETH;2018;wind;0.53
ETH;2019;wind;0.53
ETH;2020;wind;0.53
FRO;2000;wind;0.0
FRO;2001;wind;0.0
FRO;2002;wind;0.0
FRO;2003;wind;0.0
FRO;2004;wind;0.01
FRO;2005;wind;0.01
FRO;2006;wind;0.01
FRO;2007;wind;0.02
FRO;2008;wind;0.01
FRO;2009;wind;0.02
FRO;2010;wind;0.01
FRO;2011;wind;0.01
FRO;2012;wind;0.01
FRO;2013;wind;0.02
FRO;2014;wind;0.04
FRO;2015;wind;0.06
FRO;2016;wind;0.05
FRO;2017;wind;0.06
FRO;2018;wind;0.06
FRO;2019;wind;0.06
FRO;2020;wind;0.06
FLK;2000;wind;0.0
FLK;2001;wind;0.0
FLK;2002;wind;0.0
FLK;2003;wind;0.0
FLK;2004;wind;0.0
FLK;2005;wind;0.0
FLK;2006;wind;0.0
FLK;2007;wind;0.0
FLK;2008;wind;0.0
FLK;2009;wind;0.0
FLK;2010;wind;0.0
FLK;2011;wind;0.01
FLK;2012;wind;0.01
FLK;2013;wind;0.01
FLK;2014;wind;0.01
FLK;2015;wind;0.01
FLK;2016;wind;0.01
FLK;2017;wind;0.01
FLK;2018;wind;0.01
FLK;2019;wind;0.01
FLK;2020;wind;0.01
FJI;2000;wind;0.0
FJI;2001;wind;0.0
FJI;2002;wind;0.0
FJI;2003;wind;0.0
FJI;2004;wind;0.0
FJI;2005;wind;0.0
FJI;2006;wind;0.0
FJI;2007;wind;0.01
FJI;2008;wind;0.02
FJI;2009;wind;0.02
FJI;2010;wind;0.01
FJI;2011;wind;0.0
FJI;2012;wind;0.01
FJI;2013;wind;0.0
FJI;2014;wind;0.0
FJI;2015;wind;0.01
FJI;2016;wind;0.0
FJI;2017;wind;0.0
FJI;2018;wind;0.0
FJI;2019;wind;0.0
FJI;2020;wind;0.0
FIN;2000;wind;0.077
FIN;2001;wind;0.07
FIN;2002;wind;0.063
FIN;2003;wind;0.092
FIN;2004;wind;0.12
FIN;2005;wind;0.168
FIN;2006;wind;0.153
FIN;2007;wind;0.188
FIN;2008;wind;0.261
FIN;2009;wind;0.277
FIN;2010;wind;0.294
FIN;2011;wind;0.481
FIN;2012;wind;0.494
FIN;2013;wind;0.774
FIN;2014;wind;1.107
FIN;2015;wind;2.351
FIN;2016;wind;3.099
FIN;2017;wind;4.843
FIN;2018;wind;5.898
FIN;2019;wind;6.086
FIN;2020;wind;8.018
FIN;2021;wind;8.215
FRA;2000;wind;0.048
FRA;2001;wind;0.131
FRA;2002;wind;0.265
FRA;2003;wind;0.388
FRA;2004;wind;0.595
FRA;2005;wind;0.962
FRA;2006;wind;2.182
FRA;2007;wind;4.07
FRA;2008;wind;5.694
FRA;2009;wind;7.912
FRA;2010;wind;9.945
FRA;2011;wind;12.052
FRA;2012;wind;15.108
FRA;2013;wind;16.054
FRA;2014;wind;17.25
FRA;2015;wind;21.35
FRA;2016;wind;21.308
FRA;2017;wind;24.544
FRA;2018;wind;28.531
FRA;2019;wind;34.615
FRA;2020;wind;39.75
FRA;2021;wind;36.967
GAB;2000;wind;0.0
GAB;2001;wind;0.0
GAB;2002;wind;0.0
GAB;2003;wind;0.0
GAB;2004;wind;0.0
GAB;2005;wind;0.0
GAB;2006;wind;0.0
GAB;2007;wind;0.0
GAB;2008;wind;0.0
GAB;2009;wind;0.0
GAB;2010;wind;0.0
GAB;2011;wind;0.0
GAB;2012;wind;0.0
GAB;2013;wind;0.0
GAB;2014;wind;0.0
GAB;2015;wind;0.0
GAB;2016;wind;0.0
GAB;2017;wind;0.0
GAB;2018;wind;0.0
GAB;2019;wind;0.0
GAB;2020;wind;0.0
GAB;2021;wind;
GMB;2000;wind;0.0
GMB;2001;wind;0.0
GMB;2002;wind;0.0
GMB;2003;wind;0.0
GMB;2004;wind;0.0
GMB;2005;wind;0.0
GMB;2006;wind;0.0
GMB;2007;wind;0.0
GMB;2008;wind;0.0
GMB;2009;wind;0.0
GMB;2010;wind;0.0
GMB;2011;wind;0.0
GMB;2012;wind;0.0
GMB;2013;wind;0.0
GMB;2014;wind;0.0
GMB;2015;wind;0.0
GMB;2016;wind;0.0
GMB;2017;wind;0.0
GMB;2018;wind;0.0
GMB;2019;wind;0.0
GMB;2020;wind;0.0
GEO;2000;wind;0.0
GEO;2001;wind;0.0
GEO;2002;wind;0.0
GEO;2003;wind;0.0
GEO;2004;wind;0.0
GEO;2005;wind;0.0
GEO;2006;wind;0.0
GEO;2007;wind;0.0
GEO;2008;wind;0.0
GEO;2009;wind;0.0
GEO;2010;wind;0.0
GEO;2011;wind;0.0
GEO;2012;wind;0.0
GEO;2013;wind;0.0
GEO;2014;wind;0.0
GEO;2015;wind;0.0
GEO;2016;wind;0.01
GEO;2017;wind;0.09
GEO;2018;wind;0.08
GEO;2019;wind;0.08
GEO;2020;wind;0.09
GEO;2021;wind;0.09
DEU;2000;wind;9.5
DEU;2001;wind;10.5
DEU;2002;wind;15.8
DEU;2003;wind;19.087
DEU;2004;wind;26.019
DEU;2005;wind;27.774
DEU;2006;wind;31.324
DEU;2007;wind;40.507
DEU;2008;wind;41.385
DEU;2009;wind;39.42
DEU;2010;wind;38.547
DEU;2011;wind;49.857
DEU;2012;wind;51.68
DEU;2013;wind;52.737
DEU;2014;wind;58.497
DEU;2015;wind;80.624
DEU;2016;wind;79.924
DEU;2017;wind;105.693
DEU;2018;wind;109.951
DEU;2019;wind;125.894
DEU;2020;wind;132.102
DEU;2021;wind;117.7
GHA;2000;wind;0.0
GHA;2001;wind;0.0
GHA;2002;wind;0.0
GHA;2003;wind;0.0
GHA;2004;wind;0.0
GHA;2005;wind;0.0
GHA;2006;wind;0.0
GHA;2007;wind;0.0
GHA;2008;wind;0.0
GHA;2009;wind;0.0
GHA;2010;wind;0.0
GHA;2011;wind;0.0
GHA;2012;wind;0.0
GHA;2013;wind;0.0
GHA;2014;wind;0.0
GHA;2015;wind;0.0
GHA;2016;wind;0.0
GHA;2017;wind;0.0
GHA;2018;wind;0.0
GHA;2019;wind;0.0
GHA;2020;wind;0.0
GRC;2000;wind;0.451
GRC;2001;wind;0.756
GRC;2002;wind;0.651
GRC;2003;wind;1.021
GRC;2004;wind;1.121
GRC;2005;wind;1.266
GRC;2006;wind;1.699
GRC;2007;wind;1.818
GRC;2008;wind;2.242
GRC;2009;wind;2.543
GRC;2010;wind;2.714
GRC;2011;wind;3.315
GRC;2012;wind;3.85
GRC;2013;wind;4.139
GRC;2014;wind;3.689
GRC;2015;wind;4.621
GRC;2016;wind;5.146
GRC;2017;wind;5.537
GRC;2018;wind;6.3
GRC;2019;wind;7.266
GRC;2020;wind;9.31
GRC;2021;wind;10.471
GRD;2000;wind;0.0
GRD;2001;wind;0.0
GRD;2002;wind;0.0
GRD;2003;wind;0.0
GRD;2004;wind;0.0
GRD;2005;wind;0.0
GRD;2006;wind;0.0
GRD;2007;wind;0.0
GRD;2008;wind;0.0
GRD;2009;wind;0.0
GRD;2010;wind;0.0
GRD;2011;wind;0.0
GRD;2012;wind;0.0
GRD;2013;wind;0.0
GRD;2014;wind;0.0
GRD;2015;wind;0.0
GRD;2016;wind;0.0
GRD;2017;wind;0.0
GRD;2018;wind;0.0
GRD;2019;wind;0.0
GRD;2020;wind;0.0
GTM;2000;wind;0.0
GTM;2001;wind;0.0
GTM;2002;wind;0.0
GTM;2003;wind;0.0
GTM;2004;wind;0.0
GTM;2005;wind;0.0
GTM;2006;wind;0.0
GTM;2007;wind;0.0
GTM;2008;wind;0.0
GTM;2009;wind;0.0
GTM;2010;wind;0.0
GTM;2011;wind;0.0
GTM;2012;wind;0.0
GTM;2013;wind;0.0
GTM;2014;wind;0.0
GTM;2015;wind;0.11
GTM;2016;wind;0.22
GTM;2017;wind;0.22
GTM;2018;wind;0.32
GTM;2019;wind;0.33
GTM;2020;wind;0.31
GIN;2000;wind;0.0
GIN;2001;wind;0.0
GIN;2002;wind;0.0
GIN;2003;wind;0.0
GIN;2004;wind;0.0
GIN;2005;wind;0.0
GIN;2006;wind;0.0
GIN;2007;wind;0.0
GIN;2008;wind;0.0
GIN;2009;wind;0.0
GIN;2010;wind;0.0
GIN;2011;wind;0.0
GIN;2012;wind;0.0
GIN;2013;wind;0.0
GIN;2014;wind;0.0
GIN;2015;wind;0.0
GIN;2016;wind;0.0
GIN;2017;wind;0.0
GIN;2018;wind;0.0
GIN;2019;wind;0.0
GIN;2020;wind;0.0
GNB;2000;wind;0.0
GNB;2001;wind;0.0
GNB;2002;wind;0.0
GNB;2003;wind;0.0
GNB;2004;wind;0.0
GNB;2005;wind;0.0
GNB;2006;wind;0.0
GNB;2007;wind;0.0
GNB;2008;wind;0.0
GNB;2009;wind;0.0
GNB;2010;wind;0.0
GNB;2011;wind;0.0
GNB;2012;wind;0.0
GNB;2013;wind;0.0
GNB;2014;wind;0.0
GNB;2015;wind;0.0
GNB;2016;wind;0.0
GNB;2017;wind;0.0
GNB;2018;wind;0.0
GNB;2019;wind;0.0
GNB;2020;wind;0.0
GUY;2000;wind;0.0
GUY;2001;wind;0.0
GUY;2002;wind;0.0
GUY;2003;wind;0.0
GUY;2004;wind;0.0
GUY;2005;wind;0.0
GUY;2006;wind;0.0
GUY;2007;wind;0.0
GUY;2008;wind;0.0
GUY;2009;wind;0.0
GUY;2010;wind;0.0
GUY;2011;wind;0.0
GUY;2012;wind;0.0
GUY;2013;wind;0.0
GUY;2014;wind;0.0
GUY;2015;wind;0.0
GUY;2016;wind;0.0
GUY;2017;wind;0.0
GUY;2018;wind;0.0
GUY;2019;wind;0.0
GUY;2020;wind;0.0
HTI;2000;wind;0.0
HTI;2001;wind;0.0
HTI;2002;wind;0.0
HTI;2003;wind;0.0
HTI;2004;wind;0.0
HTI;2005;wind;0.0
HTI;2006;wind;0.0
HTI;2007;wind;0.0
HTI;2008;wind;0.0
HTI;2009;wind;0.0
HTI;2010;wind;0.0
HTI;2011;wind;0.0
HTI;2012;wind;0.0
HTI;2013;wind;0.0
HTI;2014;wind;0.0
HTI;2015;wind;0.0
HTI;2016;wind;0.0
HTI;2017;wind;0.0
HTI;2018;wind;0.0
HTI;2019;wind;0.0
HTI;2020;wind;0.0
HND;2000;wind;0.0
HND;2001;wind;0.0
HND;2002;wind;0.0
HND;2003;wind;0.0
HND;2004;wind;0.0
HND;2005;wind;0.0
HND;2006;wind;0.0
HND;2007;wind;0.0
HND;2008;wind;0.0
HND;2009;wind;0.0
HND;2010;wind;0.0
HND;2011;wind;0.12
HND;2012;wind;0.34
HND;2013;wind;0.31
HND;2014;wind;0.4
HND;2015;wind;0.67
HND;2016;wind;0.57
HND;2017;wind;0.58
HND;2018;wind;0.93
HND;2019;wind;0.82
HND;2020;wind;0.82
HUN;2000;wind;0.0
HUN;2001;wind;0.001
HUN;2002;wind;0.001
HUN;2003;wind;0.004
HUN;2004;wind;0.006
HUN;2005;wind;0.01
HUN;2006;wind;0.043
HUN;2007;wind;0.11
HUN;2008;wind;0.205
HUN;2009;wind;0.331
HUN;2010;wind;0.527
HUN;2011;wind;0.626
HUN;2012;wind;0.771
HUN;2013;wind;0.718
HUN;2014;wind;0.657
HUN;2015;wind;0.693
HUN;2016;wind;0.684
HUN;2017;wind;0.758
HUN;2018;wind;0.607
HUN;2019;wind;0.729
HUN;2020;wind;0.655
HUN;2021;wind;0.651
ISL;2000;wind;0.0
ISL;2001;wind;0.0
ISL;2002;wind;0.0
ISL;2003;wind;0.0
ISL;2004;wind;0.0
ISL;2005;wind;0.0
ISL;2006;wind;0.0
ISL;2007;wind;0.0
ISL;2008;wind;0.0
ISL;2009;wind;0.0
ISL;2010;wind;0.0
ISL;2011;wind;0.0
ISL;2012;wind;0.0
ISL;2013;wind;0.005
ISL;2014;wind;0.008
ISL;2015;wind;0.011
ISL;2016;wind;0.009
ISL;2017;wind;0.008
ISL;2018;wind;0.004
ISL;2019;wind;0.007
ISL;2020;wind;0.007
ISL;2021;wind;0.006
IND;2000;wind;1.582
IND;2001;wind;2.085
IND;2002;wind;2.085
IND;2003;wind;2.604
IND;2004;wind;5.225
IND;2005;wind;5.991
IND;2006;wind;9.337
IND;2007;wind;11.683
IND;2008;wind;14.378
IND;2009;wind;16.271
IND;2010;wind;19.456
IND;2011;wind;23.952
IND;2012;wind;27.433
IND;2013;wind;30.007
IND;2014;wind;33.455
IND;2015;wind;32.741
IND;2016;wind;43.453
