iso_code;country;year;population;gdp;carbon_intensity_elec
AFG;Afghanistan;2000;20779958.0;11283792896.0;255.319
AFG;Afghanistan;2001;21606992.0;11021273088.0;118.644
AFG;Afghanistan;2002;22600774.0;18804871168.0;144.928
AFG;Afghanistan;2003;23680872.0;21074343936.0;255.319
AFG;Afghanistan;2004;24726690.0;22332571648.0;269.663
AFG;Afghanistan;2005;25654274.0;25397688320.0;268.817
AFG;Afghanistan;2006;26433058.0;28704401408.0;190.476
AFG;Afghanistan;2007;27100542.0;34507530240.0;168.421
AFG;Afghanistan;2008;27722282.0;36561043456.0;191.781
AFG;Afghanistan;2009;28394806.0;44358721536.0;138.298
AFG;Afghanistan;2010;29185512.0;47399424000.0;159.574
AFG;Afghanistan;2011;30117410.0;53326336000.0;179.487
AFG;Afghanistan;2012;31161378.0;59166900224.0;136.364
AFG;Afghanistan;2013;32269592.0;62993698816.0;153.153
AFG;Afghanistan;2014;33370804.0;64346107904.0;112.069
AFG;Afghanistan;2015;34413600.0;62783393792.0;110.169
AFG;Afghanistan;2016;35383028.0;64297426944.0;107.438
AFG;Afghanistan;2017;36296108.0;68752801792.0;125.984
AFG;Afghanistan;2018;37171920.0;67594969088.0;136.752
AFG;Afghanistan;2019;38041756.0;;141.509
AFG;Afghanistan;2020;38928340.0;;115.385
ALB;Albania;2000;3129246.0;15214264320.0;50.314
ALB;Albania;2001;3129701.0;16563844096.0;56.3
ALB;Albania;2002;3126183.0;17408065536.0;64.171
ALB;Albania;2003;3118017.0;18465497088.0;40.0
ALB;Albania;2004;3104893.0;19587880960.0;40.998
ALB;Albania;2005;3086810.0;20781076480.0;33.088
ALB;Albania;2006;3063021.0;22124285952.0;34.42
ALB;Albania;2007;3033993.0;23574646784.0;41.958
ALB;Albania;2008;3002683.0;25476937728.0;23.684
ALB;Albania;2009;2973044.0;26471389184.0;23.077
ALB;Albania;2010;2948029.0;27598268416.0;23.778
ALB;Albania;2011;2928601.0;28452651008.0;33.413
ALB;Albania;2012;2914091.0;28855377920.0;23.305
ALB;Albania;2013;2903788.0;29142642688.0;24.425
ALB;Albania;2014;2896307.0;29675640832.0;23.305
ALB;Albania;2015;2890524.0;30444531712.0;23.769
ALB;Albania;2016;2886427.0;31481821184.0;24.422
ALB;Albania;2017;2884169.0;32678760448.0;24.336
ALB;Albania;2018;2882735.0;34009112576.0;24.561
ALB;Albania;2019;2880913.0;;23.077
ALB;Albania;2020;2877800.0;;24.482
DZA;Algeria;2000;31042238.0;208554147840.0;468.283
DZA;Algeria;2001;31451514.0;223420301312.0;467.23
DZA;Algeria;2002;31855110.0;245360885760.0;467.303
DZA;Algeria;2003;32264158.0;273568645120.0;464.644
DZA;Algeria;2004;32692152.0;296773615616.0;464.015
DZA;Algeria;2005;33149718.0;326854475776.0;459.384
DZA;Algeria;2006;33641008.0;345705349120.0;463.281
DZA;Algeria;2007;34166976.0;371665207296.0;462.074
DZA;Algeria;2008;34730604.0;395658559488.0;463.752
DZA;Algeria;2009;35333884.0;418247671808.0;413.574
DZA;Algeria;2010;35977448.0;450705883136.0;463.759
DZA;Algeria;2011;36661436.0;482034778112.0;445.604
DZA;Algeria;2012;37383900.0;497923358720.0;460.826
DZA;Algeria;2013;38140136.0;511887736832.0;463.016
DZA;Algeria;2014;38923688.0;531308085248.0;464.034
DZA;Algeria;2015;39728020.0;551519125504.0;464.112
DZA;Algeria;2016;40551400.0;574696128512.0;463.259
DZA;Algeria;2017;41389176.0;582167232512.0;461.607
DZA;Algeria;2018;42228416.0;590317551616.0;460.196
DZA;Algeria;2019;43053056.0;;460.093
DZA;Algeria;2020;43851044.0;;449.749
DZA;Algeria;2021;44616624.0;;
AGO;Angola;2000;16395477.0;23512020992.0;264.286
AGO;Angola;2001;16945754.0;26014777344.0;270.44
AGO;Angola;2002;17519418.0;31389599744.0;257.31
AGO;Angola;2003;18121476.0;35081187328.0;273.196
AGO;Angola;2004;18758138.0;41307009024.0;165.138
AGO;Angola;2005;19433604.0;51967275008.0;153.846
AGO;Angola;2006;20149904.0;66748907520.0;148.148
AGO;Angola;2007;20905360.0;87085293568.0;171.429
AGO;Angola;2008;21695636.0;105591652352.0;182.266
AGO;Angola;2009;22514276.0;115245899776.0;250.0
AGO;Angola;2010;23356246.0;126981791744.0;233.083
AGO;Angola;2011;24220660.0;140474318848.0;215.19
AGO;Angola;2012;25107926.0;149070692352.0;280.265
AGO;Angola;2013;26015786.0;160861175808.0;298.62
AGO;Angola;2014;26941774.0;170193272832.0;274.403
AGO;Angola;2015;27884380.0;176848732160.0;273.899
AGO;Angola;2016;28842482.0;178333876224.0;262.488
AGO;Angola;2017;29816770.0;178066374656.0;163.074
AGO;Angola;2018;30809788.0;175929573376.0;149.573
AGO;Angola;2019;31825298.0;;185.103
AGO;Angola;2020;32866270.0;;168.867
AGO;Angola;2021;33933608.0;;
ARG;Argentina;2000;36870796.0;536481038336.0;299.85
ARG;Argentina;2001;37275644.0;515221291008.0;251.615
ARG;Argentina;2002;37681744.0;461203406848.0;246.128
ARG;Argentina;2003;38087868.0;504301027328.0;265.481
ARG;Argentina;2004;38491968.0;552377778176.0;304.306
ARG;Argentina;2005;38892924.0;604065431552.0;305.91
ARG;Argentina;2006;39289876.0;655699017728.0;314.926
ARG;Argentina;2007;39684304.0;718084636672.0;351.993
ARG;Argentina;2008;40080160.0;750663630848.0;345.678
ARG;Argentina;2009;40482784.0;709525635072.0;334.598
ARG;Argentina;2010;40895752.0;784986275840.0;349.863
ARG;Argentina;2011;41320496.0;835970465792.0;365.839
ARG;Argentina;2012;41755188.0;827404779520.0;373.364
ARG;Argentina;2013;42196036.0;847305113600.0;366.104
ARG;Argentina;2014;42637508.0;825981468672.0;368.023
ARG;Argentina;2015;43075416.0;847854960640.0;372.71
ARG;Argentina;2016;43508460.0;828372942848.0;375.222
ARG;Argentina;2017;43937144.0;850482233344.0;361.699
ARG;Argentina;2018;44361148.0;829373284352.0;352.038
ARG;Argentina;2019;44780676.0;;333.549
ARG;Argentina;2020;45195776.0;;336.0
ARG;Argentina;2021;45605824.0;;347.292
ARM;Armenia;2000;3069597.0;15244832768.0;229.537
ARM;Armenia;2001;3050686.0;16184125440.0;236.984
ARM;Armenia;2002;3033976.0;18018121728.0;153.551
ARM;Armenia;2003;3017938.0;19928737792.0;147.793
ARM;Armenia;2004;3000715.0;21350940672.0;155.932
ARM;Armenia;2005;2981262.0;23626534912.0;152.429
ARM;Armenia;2006;2958301.0;25937829888.0;133.452
ARM;Armenia;2007;2932615.0;28610387968.0;136.201
ARM;Armenia;2008;2907615.0;29672505344.0;140.768
ARM;Armenia;2009;2888094.0;24704751616.0;113.594
ARM;Armenia;2010;2877314.0;24485627904.0;121.359
ARM;Armenia;2011;2876536.0;24860479488.0;168.317
ARM;Armenia;2012;2884239.0;26635751424.0;216.82
ARM;Armenia;2013;2897593.0;27513477120.0;210.959
ARM;Armenia;2014;2912403.0;28507138048.0;216.917
ARM;Armenia;2015;2925559.0;29365307392.0;185.637
ARM;Armenia;2016;2936147.0;29426933760.0;184.173
ARM;Armenia;2017;2944789.0;31639250944.0;190.217
ARM;Armenia;2018;2951741.0;33296515072.0;219.512
ARM;Armenia;2019;2957728.0;;203.857
ARM;Armenia;2020;2963234.0;;208.731
ARM;Armenia;2021;2968128.0;;206.943
AUS;Australia;2000;18991434.0;691886620672.0;663.195
AUS;Australia;2001;19194676.0;713625763840.0;678.067
AUS;Australia;2002;19401366.0;746683498496.0;682.252
AUS;Australia;2003;19624162.0;773868617728.0;668.946
AUS;Australia;2004;19879654.0;809419735040.0;693.491
AUS;Australia;2005;20178542.0;840554577920.0;668.979
AUS;Australia;2006;20526300.0;868838998016.0;653.68
AUS;Australia;2007;20916340.0;913875861504.0;664.556
AUS;Australia;2008;21332292.0;942108901376.0;662.222
AUS;Australia;2009;21750852.0;964937515008.0;660.499
AUS;Australia;2010;22154688.0;994067742720.0;653.645
AUS;Australia;2011;22538002.0;1026035417088.0;625.975
AUS;Australia;2012;22903952.0;1064162361344.0;630.466
AUS;Australia;2013;23254912.0;1087110184960.0;605.498
AUS;Australia;2014;23596426.0;1117472423936.0;595.484
AUS;Australia;2015;23932498.0;1145386827776.0;604.092
AUS;Australia;2016;24262710.0;1176481300480.0;599.879
AUS;Australia;2017;24584620.0;1205343092736.0;586.87
AUS;Australia;2018;24898152.0;1238559621120.0;578.299
AUS;Australia;2019;25203200.0;;553.515
AUS;Australia;2020;25499880.0;;514.342
AUS;Australia;2021;25788216.0;;486.255
AUT;Austria;2000;8069276.0;280410161152.0;163.306
AUT;Austria;2001;8097755.0;285335945216.0;160.014
AUT;Austria;2002;8134403.0;291225468928.0;143.927
AUT;Austria;2003;8175855.0;294604374016.0;199.558
AUT;Austria;2004;8216809.0;303786426368.0;187.187
AUT;Austria;2005;8253656.0;311537598464.0;179.553
AUT;Austria;2006;8285344.0;323263922176.0;170.873
AUT;Austria;2007;8313731.0;336315973632.0;154.422
AUT;Austria;2008;8341525.0;342890905600.0;149.868
AUT;Austria;2009;8372658.0;331192238080.0;130.27
AUT;Austria;2010;8409945.0;338927091712.0;154.61
AUT;Austria;2011;8453501.0;349843128320.0;167.033
AUT;Austria;2012;8502230.0;352450904064.0;110.009
AUT;Austria;2013;8556191.0;352913752064.0;102.282
AUT;Austria;2014;8615205.0;355364634624.0;91.397
AUT;Austria;2015;8678667.0;358988120064.0;106.849
AUT;Austria;2016;8747306.0;364218286080.0;87.574
AUT;Austria;2017;8819902.0;373237972992.0;98.143
AUT;Austria;2018;8891383.0;382269456384.0;102.014
AUT;Austria;2019;8955108.0;;94.296
AUT;Austria;2020;9006400.0;;82.683
AUT;Austria;2021;9043072.0;;81.254
AZE;Azerbaijan;2000;8122743.0;34255695872.0;513.369
AZE;Azerbaijan;2001;8197295.0;36862193664.0;520.323
AZE;Azerbaijan;2002;8277065.0;40295239680.0;518.154
AZE;Azerbaijan;2003;8361432.0;44994662400.0;489.054
AZE;Azerbaijan;2004;8448938.0;50107478016.0;481.052
AZE;Azerbaijan;2005;8538610.0;64019197952.0;441.151
AZE;Azerbaijan;2006;8630153.0;87026458624.0;474.677
AZE;Azerbaijan;2007;8724237.0;109944250368.0;492.974
AZE;Azerbaijan;2008;8821869.0;123129995264.0;495.795
AZE;Azerbaijan;2009;8924383.0;136020254720.0;478.033
AZE;Azerbaijan;2010;9032465.0;144296296448.0;446.297
AZE;Azerbaijan;2011;9146277.0;145979441152.0;473.544
AZE;Azerbaijan;2012;9264684.0;149144109056.0;500.694
AZE;Azerbaijan;2013;9385467.0;157789339648.0;500.128
AZE;Azerbaijan;2014;9505616.0;162216067072.0;505.102
AZE;Azerbaijan;2015;9622741.0;163997089792.0;498.226
AZE;Azerbaijan;2016;9736041.0;157812359168.0;491.326
AZE;Azerbaijan;2017;9845316.0;158055383040.0;494.636
AZE;Azerbaijan;2018;9949537.0;160426229760.0;493.872
AZE;Azerbaijan;2019;10047719.0;;495.15
AZE;Azerbaijan;2020;10139175.0;;504.275
AZE;Azerbaijan;2021;10223344.0;;481.519
BHS;Bahamas;2000;298045.0;;700.637
BHS;Bahamas;2001;302618.0;;699.387
BHS;Bahamas;2002;307657.0;;697.674
BHS;Bahamas;2003;313123.0;;701.657
BHS;Bahamas;2004;318893.0;;698.324
BHS;Bahamas;2005;324848.0;;698.413
BHS;Bahamas;2006;331032.0;;699.482
BHS;Bahamas;2007;337387.0;;697.561
BHS;Bahamas;2008;343680.0;;697.561
BHS;Bahamas;2009;349600.0;;702.564
BHS;Bahamas;2010;354936.0;;698.413
BHS;Bahamas;2011;359583.0;;699.482
BHS;Bahamas;2012;363581.0;;698.324
BHS;Bahamas;2013;367162.0;;700.565
BHS;Bahamas;2014;370625.0;;701.657
BHS;Bahamas;2015;374200.0;;702.128
BHS;Bahamas;2016;377923.0;;702.703
BHS;Bahamas;2017;381749.0;;700.535
BHS;Bahamas;2018;385635.0;;700.935
BHS;Bahamas;2019;389486.0;;700.0
BHS;Bahamas;2020;393248.0;;698.492
BHR;Bahrain;2000;664610.0;11416501248.0;490.783
BHR;Bahrain;2001;697550.0;12778555392.0;490.539
BHR;Bahrain;2002;735140.0;14457704448.0;490.579
BHR;Bahrain;2003;778708.0;16810481664.0;490.847
BHR;Bahrain;2004;829846.0;19587602432.0;490.777
BHR;Bahrain;2005;889157.0;22640009216.0;490.659
BHR;Bahrain;2006;958423.0;25959809024.0;490.394
BHR;Bahrain;2007;1035923.0;30196430848.0;490.695
BHR;Bahrain;2008;1114645.0;34434658304.0;490.443
BHR;Bahrain;2009;1185075.0;37946552320.0;490.335
BHR;Bahrain;2010;1240864.0;42648158208.0;490.398
BHR;Bahrain;2011;1278153.0;46914961408.0;490.385
BHR;Bahrain;2012;1299942.0;48471822336.0;490.339
BHR;Bahrain;2013;1315029.0;51083276288.0;490.148
BHR;Bahrain;2014;1336073.0;53661769728.0;490.051
BHR;Bahrain;2015;1371853.0;56045613056.0;490.108
BHR;Bahrain;2016;1425793.0;59105439744.0;490.116
BHR;Bahrain;2017;1494077.0;61359722496.0;490.175
BHR;Bahrain;2018;1569440.0;62559305728.0;490.281
BHR;Bahrain;2019;1641164.0;;490.14
BHR;Bahrain;2020;1701583.0;;489.953
BHR;Bahrain;2021;1748295.0;;
BGD;Bangladesh;2000;127657856.0;200830320640.0;540.232
BGD;Bangladesh;2001;130088712.0;213178122240.0;529.554
BGD;Bangladesh;2002;132478080.0;226307964928.0;521.294
BGD;Bangladesh;2003;134791600.0;242360090624.0;520.979
BGD;Bangladesh;2004;136986416.0;260420370432.0;524.612
BGD;Bangladesh;2005;139035504.0;280327127040.0;534.207
BGD;Bangladesh;2006;140921152.0;303335342080.0;562.665
BGD;Bangladesh;2007;142660368.0;327171244032.0;543.275
BGD;Bangladesh;2008;144304160.0;349580427264.0;542.118
BGD;Bangladesh;2009;145924800.0;372835123200.0;550.416
BGD;Bangladesh;2010;147575440.0;400257024000.0;541.362
BGD;Bangladesh;2011;149273136.0;431620194304.0;539.581
BGD;Bangladesh;2012;151005728.0;458682957824.0;541.285
BGD;Bangladesh;2013;152761408.0;486328205312.0;519.875
BGD;Bangladesh;2014;154517392.0;517114527744.0;518.573
BGD;Bangladesh;2015;156256288.0;552394686464.0;496.578
BGD;Bangladesh;2016;157977152.0;591216050176.0;504.511
BGD;Bangladesh;2017;159685424.0;636054798336.0;504.587
BGD;Bangladesh;2018;161376720.0;686521778176.0;492.585
BGD;Bangladesh;2019;163046176.0;;476.07
BGD;Bangladesh;2020;164689392.0;;476.367
BGD;Bangladesh;2021;166303504.0;;446.668
BRB;Barbados;2000;271511.0;3452406272.0;697.368
BRB;Barbados;2001;272494.0;3330849792.0;700.0
BRB;Barbados;2002;273423.0;3319030528.0;698.795
BRB;Barbados;2003;274331.0;3362359808.0;701.149
BRB;Barbados;2004;275283.0;3369967104.0;700.0
BRB;Barbados;2005;276320.0;3466246144.0;705.263
BRB;Barbados;2006;277475.0;3622055424.0;704.082
BRB;Barbados;2007;278701.0;3642717696.0;700.0
BRB;Barbados;2008;279946.0;3618468352.0;702.97
BRB;Barbados;2009;281107.0;3446882304.0;696.078
BRB;Barbados;2010;282131.0;3418936064.0;701.031
BRB;Barbados;2011;282987.0;3406690048.0;696.97
BRB;Barbados;2012;283698.0;3415680000.0;698.113
BRB;Barbados;2013;284294.0;3412801024.0;705.263
BRB;Barbados;2014;284825.0;3416199936.0;690.722
BRB;Barbados;2015;285327.0;3448058880.0;693.878
BRB;Barbados;2016;285798.0;3492872960.0;683.168
BRB;Barbados;2017;286229.0;3525892864.0;683.168
BRB;Barbados;2018;286640.0;3516161024.0;673.267
BRB;Barbados;2019;287021.0;;676.471
BRB;Barbados;2020;287371.0;;670.103
BLR;Belarus;2000;9871635.0;91419115520.0;460.136
BLR;Belarus;2001;9811399.0;94624129024.0;460.041
BLR;Belarus;2002;9745932.0;98263244800.0;460.009
BLR;Belarus;2003;9679235.0;103937826816.0;460.059
BLR;Belarus;2004;9616628.0;114486460416.0;460.094
BLR;Belarus;2005;9562083.0;123858051072.0;459.933
BLR;Belarus;2006;9516884.0;134674022400.0;458.961
BLR;Belarus;2007;9480514.0;144615653376.0;459.33
BLR;Belarus;2008;9452855.0;157577084928.0;459.006
BLR;Belarus;2009;9433159.0;156010315776.0;457.819
BLR;Belarus;2010;9420576.0;166239846400.0;459.731
BLR;Belarus;2011;9415316.0;173124534272.0;459.274
BLR;Belarus;2012;9417045.0;176014524416.0;459.18
BLR;Belarus;2013;9423502.0;177742299136.0;457.533
BLR;Belarus;2014;9431742.0;180852932608.0;458.013
BLR;Belarus;2015;9439424.0;173928284160.0;455.714
BLR;Belarus;2016;9445638.0;168715976704.0;456.035
BLR;Belarus;2017;9450233.0;172987875328.0;451.886
BLR;Belarus;2018;9452615.0;178435260416.0;453.67
BLR;Belarus;2019;9452409.0;;447.208
BLR;Belarus;2020;9449321.0;;439.964
BLR;Belarus;2021;9442867.0;;443.626
BEL;Belgium;2000;10282046.0;345736773632.0;273.77
BEL;Belgium;2001;10319026.0;349022420992.0;263.089
BEL;Belgium;2002;10364879.0;355720200192.0;268.067
BEL;Belgium;2003;10419029.0;358964166656.0;177.242
BEL;Belgium;2004;10480118.0;372527267840.0;0.0
BEL;Belgium;2005;10546885.0;380849782784.0;229.819
BEL;Belgium;2006;10619484.0;390897631232.0;151.839
BEL;Belgium;2007;10697576.0;404735590400.0;247.686
BEL;Belgium;2008;10778764.0;408314871808.0;235.488
BEL;Belgium;2009;10859934.0;399533047808.0;219.214
BEL;Belgium;2010;10938735.0;412203548672.0;157.581
BEL;Belgium;2011;11013860.0;420970561536.0;188.385
BEL;Belgium;2012;11085355.0;421100945408.0;144.712
BEL;Belgium;2013;11154008.0;421204131840.0;71.858
BEL;Belgium;2014;11221225.0;428582862848.0;165.414
BEL;Belgium;2015;11287931.0;434918719488.0;129.11
BEL;Belgium;2016;11354407.0;439359012864.0;175.218
BEL;Belgium;2017;11419752.0;447723831296.0;184.723
BEL;Belgium;2018;11482180.0;454384320512.0;213.229
BEL;Belgium;2019;11539326.0;;170.868
BEL;Belgium;2020;11589616.0;;178.993
BEL;Belgium;2021;11632334.0;;139.727
BLZ;Belize;2000;247310.0;;294.118
BLZ;Belize;2001;255068.0;;266.667
BLZ;Belize;2002;262387.0;;266.667
BLZ;Belize;2003;269428.0;;411.765
BLZ;Belize;2004;276516.0;;375.0
BLZ;Belize;2005;283798.0;;352.941
BLZ;Belize;2006;291338.0;;130.435
BLZ;Belize;2007;299031.0;;166.667
BLZ;Belize;2008;306822.0;;45.455
BLZ;Belize;2009;314655.0;;153.846
BLZ;Belize;2010;322465.0;;285.714
BLZ;Belize;2011;330236.0;;255.814
BLZ;Belize;2012;338001.0;;340.426
BLZ;Belize;2013;345707.0;;266.667
BLZ;Belize;2014;353366.0;;313.725
BLZ;Belize;2015;360926.0;;333.333
BLZ;Belize;2016;368399.0;;283.019
BLZ;Belize;2017;375775.0;;346.667
BLZ;Belize;2018;383071.0;;358.974
BLZ;Belize;2019;390351.0;;369.048
BLZ;Belize;2020;397621.0;;474.576
BEN;Benin;2000;6865946.0;12746225664.0;750.0
BEN;Benin;2001;7076728.0;13306903552.0;666.667
BEN;Benin;2002;7295400.0;13793054720.0;666.667
BEN;Benin;2003;7520556.0;14127733760.0;714.286
BEN;Benin;2004;7750003.0;14599812096.0;750.0
BEN;Benin;2005;7982223.0;14703565824.0;700.0
BEN;Benin;2006;8216892.0;15130030080.0;714.286
BEN;Benin;2007;8454790.0;15874980864.0;700.0
BEN;Benin;2008;8696915.0;16519715840.0;714.286
BEN;Benin;2009;8944713.0;16780075008.0;666.667
BEN;Benin;2010;9199254.0;17023196160.0;727.273
BEN;Benin;2011;9460829.0;17416239104.0;666.667
BEN;Benin;2012;9729254.0;18305935360.0;800.0
BEN;Benin;2013;10004594.0;19651418112.0;666.667
BEN;Benin;2014;10286839.0;21043177472.0;681.818
BEN;Benin;2015;10575962.0;22279708672.0;700.0
BEN;Benin;2016;10872072.0;23337750528.0;720.0
BEN;Benin;2017;11175192.0;24870051840.0;709.677
BEN;Benin;2018;11485035.0;26682034176.0;684.211
BEN;Benin;2019;11801151.0;;650.0
BEN;Benin;2020;12123198.0;;652.174
BTN;Bhutan;2000;591014.0;;22.346
BTN;Bhutan;2001;603643.0;;26.042
BTN;Bhutan;2002;616025.0;;22.936
BTN;Bhutan;2003;627840.0;;24.0
BTN;Bhutan;2004;638809.0;;25.751
BTN;Bhutan;2005;648744.0;;22.901
BTN;Bhutan;2006;657404.0;;24.609
BTN;Bhutan;2007;664873.0;;24.653
BTN;Bhutan;2008;671611.0;;24.673
BTN;Bhutan;2009;678329.0;;24.531
BTN;Bhutan;2010;685502.0;;23.416
BTN;Bhutan;2011;693297.0;;24.39
BTN;Bhutan;2012;701582.0;;23.739
BTN;Bhutan;2013;710235.0;;23.904
BTN;Bhutan;2014;719053.0;;23.776
BTN;Bhutan;2015;727885.0;;24.58
BTN;Bhutan;2016;736706.0;;24.112
BTN;Bhutan;2017;745563.0;;23.529
BTN;Bhutan;2018;754396.0;;24.673
BTN;Bhutan;2019;763094.0;;23.464
BTN;Bhutan;2020;771612.0;;23.464
BOL;Bolivia;2000;8418270.0;34202658816.0;238.727
BOL;Bolivia;2001;8580244.0;34862903296.0;225.389
BOL;Bolivia;2002;8742822.0;35825102848.0;227.16
BOL;Bolivia;2003;8905820.0;36884889600.0;260.766
BOL;Bolivia;2004;9069044.0;38524473344.0;233.41
BOL;Bolivia;2005;9232301.0;40332390400.0;266.525
BOL;Bolivia;2006;9395449.0;42381266944.0;261.297
BOL;Bolivia;2007;9558438.0;44428664832.0;250.0
BOL;Bolivia;2008;9721457.0;47276900352.0;251.786
BOL;Bolivia;2009;9884790.0;48987066368.0;267.797
BOL;Bolivia;2010;10048597.0;51147223040.0;285.714
BOL;Bolivia;2011;10212951.0;53942697984.0;286.337
BOL;Bolivia;2012;10377677.0;56708206592.0;312.329
BOL;Bolivia;2013;10542375.0;60559036416.0;310.118
BOL;Bolivia;2014;10706517.0;63863336960.0;324.257
BOL;Bolivia;2015;10869732.0;66965467136.0;321.346
BOL;Bolivia;2016;11031822.0;69712117760.0;353.273
BOL;Bolivia;2017;11192853.0;72636538880.0;332.969
BOL;Bolivia;2018;11353140.0;75704713216.0;309.979
BOL;Bolivia;2019;11513102.0;;315.315
BOL;Bolivia;2020;11673029.0;;317.757
BOL;Bolivia;2021;11832936.0;;311.475
BIH;Bosnia and Herzegovina;2000;3751176.0;27629668352.0;420.896
BIH;Bosnia and Herzegovina;2001;3755514.0;27937523712.0;422.027
BIH;Bosnia and Herzegovina;2002;3759389.0;28997447680.0;421.71
BIH;Bosnia and Herzegovina;2003;3762179.0;29749018624.0;492.606
BIH;Bosnia and Herzegovina;2004;3764194.0;31229566976.0;435.563
BIH;Bosnia and Herzegovina;2005;3765332.0;32159545344.0;430.453
BIH;Bosnia and Herzegovina;2006;3765422.0;33580218368.0;459.797
BIH;Bosnia and Herzegovina;2007;3762791.0;35158286336.0;540.78
BIH;Bosnia and Herzegovina;2008;3754261.0;36676653056.0;550.07
BIH;Bosnia and Herzegovina;2009;3735945.0;35937406976.0;493.351
BIH;Bosnia and Herzegovina;2010;3705478.0;35774980096.0;436.364
BIH;Bosnia and Herzegovina;2011;3661173.0;35666186240.0;582.99
BIH;Bosnia and Herzegovina;2012;3604972.0;35288068096.0;572.917
BIH;Bosnia and Herzegovina;2013;3542598.0;36129705984.0;479.117
BIH;Bosnia and Herzegovina;2014;3482106.0;36520341504.0;470.623
BIH;Bosnia and Herzegovina;2015;3429362.0;37642616832.0;480.219
BIH;Bosnia and Herzegovina;2016;3386263.0;38586310656.0;531.531
BIH;Bosnia and Herzegovina;2017;3351534.0;39806906368.0;594.212
BIH;Bosnia and Herzegovina;2018;3323929.0;41286324224.0;512.323
BIH;Bosnia and Herzegovina;2019;3300998.0;;494.834
BIH;Bosnia and Herzegovina;2020;3280815.0;;530.66
BIH;Bosnia and Herzegovina;2021;3263459.0;;478.458
BWA;Botswana;2000;1643333.0;13390984192.0;820.225
BWA;Botswana;2001;1674674.0;13725142016.0;821.053
BWA;Botswana;2002;1704637.0;14885487616.0;821.429
BWA;Botswana;2003;1734387.0;15922276352.0;823.529
BWA;Botswana;2004;1765533.0;16721032192.0;824.324
BWA;Botswana;2005;1799077.0;17874606080.0;814.815
BWA;Botswana;2006;1835911.0;19803983872.0;826.667
BWA;Botswana;2007;1875458.0;21924130816.0;827.586
BWA;Botswana;2008;1915636.0;23814438912.0;818.182
BWA;Botswana;2009;1953495.0;22485499904.0;780.488
BWA;Botswana;2010;1987106.0;24958828544.0;780.0
BWA;Botswana;2011;2015406.0;27061133312.0;755.556
BWA;Botswana;2012;2039551.0;28266780672.0;757.576
BWA;Botswana;2013;2062551.0;31054362624.0;790.698
BWA;Botswana;2014;2088618.0;32048893952.0;797.235
BWA;Botswana;2015;2120716.0;31968200704.0;799.283
BWA;Botswana;2016;2159925.0;33339518976.0;801.587
BWA;Botswana;2017;2205076.0;34307698688.0;799.296
BWA;Botswana;2018;2254067.0;35844341760.0;797.297
BWA;Botswana;2019;2303703.0;;800.0
BWA;Botswana;2020;2351625.0;;800.0
BRA;Brazil;2000;174790336.0;1734491242496.0;85.034
BRA;Brazil;2001;177196048.0;1780379287552.0;98.776
BRA;Brazil;2002;179537520.0;1857599307776.0;90.431
BRA;Brazil;2003;181809248.0;1902060896256.0;84.042
BRA;Brazil;2004;184006480.0;2036566851584.0;92.889
BRA;Brazil;2005;186127104.0;2127880912896.0;90.167
BRA;Brazil;2006;188167360.0;2239747850240.0;87.986
BRA;Brazil;2007;190130432.0;2405103566848.0;84.242
BRA;Brazil;2008;192030352.0;2559006998528.0;103.75
BRA;Brazil;2009;193886496.0;2587477671936.0;82.418
BRA;Brazil;2010;195713648.0;2816706084864.0;103.761
BRA;Brazil;2011;197514544.0;2965069889536.0;92.598
BRA;Brazil;2012;199287296.0;3022025654272.0;116.326
BRA;Brazil;2013;201035904.0;3112905998336.0;149.851
BRA;Brazil;2014;202763744.0;3128572510208.0;172.333
BRA;Brazil;2015;204471760.0;3270706200576.0;167.903
BRA;Brazil;2016;206163056.0;2889037381632.0;134.29
BRA;Brazil;2017;207833824.0;2926999240704.0;139.362
BRA;Brazil;2018;209469312.0;2965401501696.0;123.596
BRA;Brazil;2019;211049520.0;;122.268
BRA;Brazil;2020;212559408.0;;113.207
BRA;Brazil;2021;213993440.0;;141.774
BRN;Brunei;2000;333166.0;;698.745
BRN;Brunei;2001;340037.0;;698.347
BRN;Brunei;2002;346777.0;;700.787
BRN;Brunei;2003;353295.0;;700.0
BRN;Brunei;2004;359434.0;;700.326
BRN;Brunei;2005;365112.0;;700.326
BRN;Brunei;2006;370262.0;;700.0
BRN;Brunei;2007;374967.0;;699.06
BRN;Brunei;2008;379418.0;;512.422
BRN;Brunei;2009;383902.0;;513.274
BRN;Brunei;2010;388634.0;;515.406
BRN;Brunei;2011;393687.0;;514.286
BRN;Brunei;2012;398997.0;;513.513
BRN;Brunei;2013;404414.0;;514.493
BRN;Brunei;2014;409778.0;;514.151
BRN;Brunei;2015;414914.0;;502.538
BRN;Brunei;2016;419791.0;;501.247
BRN;Brunei;2017;424481.0;;501.279
BRN;Brunei;2018;428960.0;;500.0
BRN;Brunei;2019;433296.0;;659.483
BRN;Brunei;2020;437483.0;;659.091
BRN;Brunei;2021;441532.0;;
BGR;Bulgaria;2000;7997951.0;70102818816.0;488.711
BGR;Bulgaria;2001;7930700.0;72164990976.0;523.108
BGR;Bulgaria;2002;7866242.0;75728076800.0;492.045
BGR;Bulgaria;2003;7804306.0;79961358336.0;539.906
